b_id	r_id	score	text	title	name	url	publishedAtDate	lang_original	text_en	processed_text	processed_text_original	processed_text_ca	processed_text_es	nouns_verbs_en	nouns_verbs_ca	nouns_verbs_es	sent_score	center	radius	center1	radius1	consensus	new_score	centroid_left	centroid_right	new_score_right	new_score_left
0	432	5.0	Un 10 tant per l'hostal com pel restaurant, la Carme i el Joan et fan sentir com a casa. Tot molt net i amb bon gust, els esmorzars de pagès i els menjars casolans	Hostal Totsompops	M H	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2023-08-23T14:28:55.632Z	ca	A 10 for both the hostel and the restaurant, Carme and Joan make you feel at home. Everything very clean and with good taste, the farmer's breakfasts and the homemade meals	restaurant carme joan make clean good taste farmer breakfast homemade meal	restaurant carme joan fer net bon gust granger esmorzar menjar casolà	restaurant carme joan fer net bon gust granger esmorzar menjar casolà	restaurante carme joan hacer limpio buen gusto campesino desayuno comida casera	carme joan make taste farmer breakfast homemade meal	carme joan fer tastet pagès esmorzar menjar casolà	carme joan hacer sabor campesino desayuno comida casera	0.6808	0.9	0.1	0.96808	0.031920000000000004	0.7538112712975105	4.840400000000001	0.9361600000000001	1.0	5.0	4.6808000000000005
0	616	5.0	Fan uns arrossos de traca i mocador. Amanida de la casa també molt bona i abundant. Servei molt amable: com si fossim de casa. Repetirem segur. Això sí, cal reservar per assegurar-te lloc!	Hostal Totsompops	Roser Mumbardo Gandol	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2023-08-22T19:19:28.416Z	ca	They make traca rice and handkerchief. House salad also very good and plentiful. Very friendly service as if we were at home. We will repeat for sure. Of course, you must book to secure your place!	make traca rice handkerchief house salad also good plentiful friendly service home repeat sure course book secure place	fer arròs traca mocador d'amanida de la casa també bona abundant servei amable a casa repetir segur llibre de curs lloc segur	fer arròs traca mocador d'amanida de la casa també bona abundant servei amable a casa repetir segur llibre de curs lloc segur	hacer arroz traca pañuelo ensalada de la casa también bueno abundante trato amable casa repetir seguro curso reservar lugar seguro	make rice handkerchief house salad service home repeat course book place	fer un mocador d'arròs servei d'amanides de la casa a casa repetir curs llibre lloc	hacer arroz pañuelo ensalada de la casa servicio a domicilio repetir curso reservar lugar	0.8689	0.9	0.1	0.98689	0.01311	0.7538112712975105	4.93445	0.9737800000000001	1.0	5.0	4.8689
0	165	5.0		Hostal Totsompops	Dolors Torres Villar	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2023-08-22T07:42:08.145Z	en									0.0	0.9	0.1	0.9	0.1	0.7538112712975105	4.5	0.8	1.0	5.0	4.0
0	224	5.0	Como siempre, una estancia inmejorable tanto en el hostal como en el restaurante	Hostal Totsompops	Francisco Carretero Sánchez	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2023-08-21T08:42:40.804Z	es	As always, an unbeatable stay both in the hostel and in the restaurant	always unbeatable stay hostel restaurant	siempre inmejorable estancia hostal restaurante	sempre immillorable estada alberg restaurant	siempre inmejorable estancia hostal restaurante	stay hostel restaurant	estada al restaurant de l'alberg	estancia albergue restaurante	0.0	0.9	0.1	0.9	0.1	0.7538112712975105	4.5	0.8	1.0	5.0	4.0
0	115	5.0	Llevamos varios años pasando algunos días en este hostal ( lo conocimos por mi hermano ).Trato super agradable, como si fueras de la familia, todo super limpio, y qué decir de la comida, todo de primera, bien elaborado y en cantidad. Nos volveremos a ver. Gracias a Carme i Joan.	Hostal Totsompops	Carmen Carretero	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2023-08-15T10:13:53.640Z	es	We have been spending a few days in this hostel for several years (we met it through my brother). Super nice treatment, as if you were part of the family, everything was super clean, and what can we say about the food, all top-notch, well prepared and in quantity. We will meet again. Thanks to Carme and Joan.	spend day hostel several year meet brother super nice treatment part family super clean say food top notch well prepared quantity meet thank joan	pasar el día albergue varios años conocer hermano trato super agradable parte familia super limpio decir comida primera bien preparado cantidad conocer gracias joan	passar un dia alberg uns quants anys reunir-se amb el germà tracte súper agradable part família súper net digues menjar de primera qualitat ben preparat quantitat reunir gràcies joan	pasar el día albergue varios años conocer hermano trato super agradable parte familia super limpio decir comida primera bien preparado cantidad conocer gracias joan	spend day hostel year meet brother treatment part family say food top notch quantity meet thank joan	passar el dia alberg any reunir-se amb el germà tractament part família dir menjar de primer nivell quantitat reunir gràcies joan	pasar el día albergue año conocer hermano trato parte familia decir comida primera calidad cantidad conocer gracias joan	0.9618	0.9	0.1	0.9961800000000001	0.0038200000000000013	0.7538112712975105	4.9809	0.99236	1.0	5.0	4.9618
0	137	5.0	Fuimos a cenar y para nuestra sorpresa nos encontramos con la mejor paella de verduras (vegana) que hemos comido! La ensalada de la casa estaba increíble también. Todo productos locales y de proximidad, por lo que la calidad habla por sí misma. Atención muy buena y cercana. Volveremos!	Hostal Totsompops	Cristian Garcia	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2023-08-12T20:35:54.085Z	es	We went for dinner and to our surprise we found the best vegetable paella (vegan) we have ever eaten! The house salad was amazing too. All local and proximity products, so the quality speaks for itself. Very good and close attention. We will return!	go dinner surprise find good vegetable paella vegan ever eat house salad amazing local proximity product quality speak good close attention return	ir a cenar sorpresa encontrar buena paella de verduras vegano alguna vez comer ensalada de la casa increíble local proximidad producto calidad hablar bien atención volver	anar a sopar sorpresa trobar una bona paella de verdures vegana menjar alguna vegada amanida de la casa increïble proximitat local qualitat del producte parlar bé tornar l'atenció	ir a cenar sorpresa encontrar buena paella de verduras vegano alguna vez comer ensalada de la casa increíble local proximidad producto calidad hablar bien atención volver	go dinner surprise find paella vegan eat house salad proximity product quality speak attention return	anar a sopar sorpresa trobar paella vegana menjar amanida de la casa proximitat producte qualitat parlar atenció tornar	ir a cenar sorpresa encontrar paella vegano comer ensalada de la casa proximidad producto calidad hablar atención volver	0.8934	0.9	0.1	0.98934	0.010660000000000003	0.7538112712975105	4.9467	0.97868	1.0	5.0	4.8934
0	192	5.0	Hostal de 4 habitaciones muy tranquilo y regentado por un matrimonio Joan y Carme muy amables y simpáticos. Hemos estado 3 noches y volveremos seguro, a destacar el desayuno de Pagés que sirven y los arroces que son muy generosos y con producto local.	Hostal Totsompops	Eric Ruiz	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2023-08-12T19:21:59.188Z	es	Very quiet 4-room hostel run by a very kind and friendly couple, Joan and Carme. We have stayed 3 nights and we will surely return, highlighting the Pagés breakfast that they serve and the rice dishes that are very generous and with local products.	quiet room hostel run kind friendly couple joan carme stay night surely return highlight page breakfast serve rice dish generous local product	habitación tranquila albergue correr amable simpático pareja joan carme pasar la noche seguramente volver página destacada desayuno servir arroz generoso producto local	habitació tranquil·la hostal dirigir amable parella amable joan carme quedar-se la nit segurament tornar a destacar la pàgina esmorzar servir un plat d'arròs generós producte local	habitación tranquila albergue correr amable simpático pareja joan carme pasar la noche seguramente volver página destacada desayuno servir arroz generoso producto local	room hostel run couple carme stay night return highlight page breakfast serve rice dish product	habitació hostal córrer parella carme estada nit tornar ressaltar pàgina esmorzar servir plat d'arròs producte	habitación albergue correr pareja carme pernoctar volver página destacada desayuno servir arroz plato producto	0.9349	0.9	0.1	0.99349	0.006510000000000005	0.7538112712975105	4.9674499999999995	0.98698	1.0	5.0	4.9349
0	644	5.0	Hem estat el restaurant per dinar i tot molt bé, el menjar, el servei....tornarem	Hostal Totsompops	Susanna Vila Prat	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2023-08-09T20:24:27.353Z	ca	We have been to the restaurant for lunch and everything was very good, the food, the service...we will be back	restaurant lunch good food service back	restaurant dinar bon servei de menjar de tornada	restaurant dinar bon servei de menjar de tornada	restaurante almuerzo buena comida servicio volver	restaurant lunch food service	restaurant dinar servei de menjar	restaurante almuerzo servicio de comida	0.4404	0.9	0.1	0.94404	0.05596	0.7538112712975105	4.7202	0.88808	1.0	5.0	4.4404
0	502	5.0		Hostal Totsompops	Montse Solà	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2023-08-05T18:45:37.392Z	en									0.0	0.9	0.1	0.9	0.1	0.7538112712975105	4.5	0.8	1.0	5.0	4.0
0	391	5.0	Estuvimos en semana santa y fue genial.desayuno increíble y el trato con los dueños maravilloso.ahora triste por el fuego que se ha generado en los pueblo de Cólera y Port bou.anim y moltes força per la gent de Cólera.estem amb  vosaltres.	Hostal Totsompops	Jymy	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2023-08-05T16:00:16.403Z	es	We were there during Easter and it was great. Breakfast was incredible and the treatment with the owners was wonderful. Now sad because of the fire that was generated in the towns of Cólera and Port bou.	easter great breakfast incredible treatment owner wonderful sad fire generate town	semana santa gran desayuno trato increíble propietario maravilloso triste fuego generar ciudad	pasqua gran esmorzar tracte increïble propietari meravellós trist foc genera ciutat	semana santa gran desayuno trato increíble propietario maravilloso triste fuego generar ciudad	easter breakfast treatment owner fire generate town	pasqua esmorzar tractament propietari incendi generar poble	desayuno de pascua tratamiento dueño fuego generar pueblo	0.552	0.9	0.1	0.9552	0.0448	0.7538112712975105	4.776	0.9104000000000001	1.0	5.0	4.5520000000000005
0	658	5.0		Hostal Totsompops	Toni Lg	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2023-08-05T09:22:03.329Z	en									0.0	0.9	0.1	0.9	0.1	0.7538112712975105	4.5	0.8	1.0	5.0	4.0
0	177	5.0	La Carme i el Joan son un encant, molt bona atenció i molta qualitat amb els productes. I tornarem.	Hostal Totsompops	Elisa Solé	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2023-08-05T09:21:36.365Z	ca	Carme and Joan are charming, very good attention and great quality with the products. And we'll be back	charming good attention great quality product well back	encantador bona atenció producte de gran qualitat ben enrere	encantador bona atenció producte de gran qualitat ben enrere	encantador buena atención producto de gran calidad muy atrás	attention quality product	atenció producte de qualitat	atención producto de calidad	0.9169	0.9	0.1	0.9916900000000001	0.008309999999999996	0.7538112712975105	4.95845	0.98338	1.0	5.0	4.9169
0	369	5.0		Hostal Totsompops	Josep Izquierdo	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2023-08-04T19:33:11.953Z	en									0.0	0.9	0.1	0.9	0.1	0.7538112712975105	4.5	0.8	1.0	5.0	4.0
0	303	5.0		Hostal Totsompops	Joan Arcas	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2023-08-02T18:59:57.162Z	en									0.0	0.9	0.1	0.9	0.1	0.7538112712975105	4.5	0.8	1.0	5.0	4.0
0	586	5.0		Hostal Totsompops	Rafa Llinas	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2023-08-02T15:24:48.320Z	en									0.0	0.9	0.1	0.9	0.1	0.7538112712975105	4.5	0.8	1.0	5.0	4.0
0	538	4.0	Bon producte i bon menjar. Espai agradable a fora per grups. Decoració curiosa boomer, trinca...	Hostal Totsompops	Núria Pamies	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2023-07-29T17:50:34.451Z	ca	Good product and good food. Nice space outside for groups. Curious boomer decoration, trinca...	good product good food nice space group curious boomer decoration trinca	bon producte bon menjar bonic espai grup curiós boomer decoració trinca	bon producte bon menjar bonic espai grup curiós boomer decoració trinca	buen producto buena comida bonito grupo espacial curioso boomer decoración trinca	product food space group decoration trinca	producte alimentació espai grup decoració trinca	producto comida espacio grupo decoración trinca	0.872	0.7	0.1	0.7871999999999999	0.0128	0.7538112712975105	3.9359999999999995	0.7743999999999999	0.7999999999999999	3.9999999999999996	3.8719999999999994
0	780	5.0	Me ha encantado, el Marisco buenísimo, y el trato al personal, muy agradable...repetiremos	Hostal Totsompops	silvia dot	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2023-07-27T21:15:13.248Z	es	I loved it, the seafood was delicious, and the staff was very pleasant...we will repeat	love staff pleasant repeat	amor personal agradable repetir	amor personal repetició agradable	amor personal agradable repetir	love staff repeat	el personal d'amor repeteix	amor personal repetir	0.8176	0.9	0.1	0.98176	0.018240000000000003	0.7538112712975105	4.908799999999999	0.9635199999999999	1.0	5.0	4.8176
0	643	5.0	"A Colera hi ha un lloc amb personalitat.
Sempre que hi anem, prèvia reserva de taula, passem una bona estona al restaurant, on si demanes musclos a la planxa repetiràs segur!"	Hostal Totsompops	Sonia Giménez	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2023-07-27T17:25:23.786Z	ca	In Colera there is a place with personality. Whenever we go there, after booking a table, we spend a good time in the restaurant, where if you order grilled mussels you will surely repeat!	go book table spend good time restaurant order grill mussel surely repeat	anar a reservar taula passar una bona estona restaurant demanar graella musclos segurament repetir	anar a reservar taula passar una bona estona restaurant demanar graella musclos segurament repetir	ir reservar mesa pasar un buen rato restaurante pedir mejillón a la parrilla seguro que repetirás	go book table spend time restaurant order grill mussel repeat	anar a reservar taula passar el temps restaurant demanar graella musclos repetir	ir reservar mesa pasar tiempo restaurante pedir parrilla mejillón repetir	0.7003	0.9	0.1	0.9700300000000001	0.029969999999999997	0.7538112712975105	4.85015	0.9400600000000001	1.0	5.0	4.7003
0	468	5.0	Un bon àpat i Bon servei!!!	Hostal Totsompops	Mariona CASTELLANA AREGALL	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2023-07-26T16:35:48.544Z	ca	A good meal and good service!!!	good meal good service	bon menjar bon servei	bon menjar bon servei	buena comida buen servicio	meal service	servei d'àpats	servicio de comida	0.7003	0.9	0.1	0.9700300000000001	0.029969999999999997	0.7538112712975105	4.85015	0.9400600000000001	1.0	5.0	4.7003
0	351	4.0		Hostal Totsompops	Jordi Pibernat	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2023-07-17T21:25:13.779Z	en									0.0	0.7	0.1	0.7	0.1	0.7538112712975105	3.5	0.6	0.7999999999999999	3.9999999999999996	3.0
0	675	5.0		Hostal Totsompops	Xarli	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2023-07-14T23:14:41.253Z	en									0.0	0.9	0.1	0.9	0.1	0.7538112712975105	4.5	0.8	1.0	5.0	4.0
0	487	5.0	"Estuve con mi pareja 2 noches, ya habíamos visitado Colera anteriormente, pero es la primera vez que pasábamos más de un día allí.

En base a lo que nos costó el hotel esas dos noches, el trato recibido, la atencion brindada y la calidad de los servicios es más que excelente. La habitación se encontraba limpia, contaba con aire acondicionado y un baño bastante grande y cómodo. En cuanto al desayuno, quizás fue lo más sorprendente ya que nos sirvieron embutidos, queso, tomate de huerto, zumo de naranja recién exprimido, café al gusto, pan de pajes tostado y pastas. Todo de la mejor calidad y en grandes cantidades. Se nota que a los dueños del hotel realmente les gusta alojar a gente asegurándose de que pasan una buena estancia, llevándose así un buen recuerdo de su pueblo.

Lo único que mejoraría es que hubiese habido una pequeña nevera para guardar agua ya que el agua del grifo no salía fría y no estaba muy buena que digamos. A excepción de ese pequeño detalle, mi experiencia en el hotel Totssompops ha sido fantástica y la recomiendo a cualquier persona que decida pasar unos días en Cólera."	Hostal Totsompops	Miguel Zarza Bardet	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2023-07-13T09:56:18.677Z	es	I stayed with my partner for 2 nights, we had visited Colera before, but it was the first time we spent more than a day there. Based on what the hotel cost us for those two nights, the treatment received, the attention provided and the quality of the services is more than excellent. The room was clean, had air conditioning and a fairly large and comfortable bathroom. As for breakfast, perhaps it was the most surprising since they served us cold cuts, cheese, garden tomatoes, freshly squeezed orange juice, coffee to taste, toasted page bread and pasta. All of the best quality and in large quantities. You can tell that the owners of the hotel really like to host people, making sure they have a good stay, thus taking with them a good memory of their town. The only thing that would improve is if there had been a small refrigerator to store water since the tap water was not cold and was not very good. Except for that small detail, my experience at the Totssompops hotel has been fantastic and I recommend it to anyone who decides to spend a few days in Cholera.	stay partner night visit colera first time spend day base hotel cost night treatment receive attention provide quality service excellent room clean air conditioning fairly large comfortable bathroom breakfast perhaps surprising serve cold cut cheese garden tomato freshly squeeze orange_juice coffee taste toast page bread pasta well quality large quantity tell owner hotel really host people make sure good stay thus take good memory town thing improve small refrigerator store water tap water cold good small detail experience totssompop hotel fantastic recommend decide spend day cholera	estancia compañero noche visitar colera primera vez pasar día base hotel coste noche tratamiento recibir atención brindar servicio de calidad excelente habitación limpio aire acondicionado bastante grande cómodo baño desayuno quizás sorprendente servir fiambre queso jardin tomate recién exprimido zumo de naranja café sabor tostada página pan pasta bien calidad gran cantidad decirle propietario hotel realmente anfitrión gente asegurarse buena estancia así tomar buena memoria ciudad cosa mejorar pequeño frigorífico almacenar agua agua del grifo frío bueno pequeño detalle experiencia totssompop hotel fantástico recomendar decidir pasar el día cólera	quedar-se parella nit visitar colera primera vegada passar el dia base cost hotel tractament nit rebre atenció proporcionar qualitat servei excel·lent habitació netejar aire condicionat força gran còmode bany esmorzar potser sorprenent servir formatge tallat fred hort tomàquet acabat d'esprémer suc de taronja cafè gust torrades pàgina pa pasta bé qualitat gran quantitat digues al propietari hotel realment amfitrió gent assegureu-vos d'una bona estada així agafar una bona memòria ciutat cosa millorar petit refrigerador emmagatzemar aigua de l'aixeta aigua de l'aixeta aigua freda decidir	estancia compañero noche visitar colera primera vez pasar día base hotel coste noche tratamiento recibir atención brindar servicio de calidad excelente habitación limpio aire acondicionado bastante grande cómodo baño desayuno quizás sorprendente servir fiambre queso jardin tomate recién exprimido zumo de naranja café sabor tostada página pan pasta bien calidad gran cantidad decirle propietario hotel realmente anfitrión gente asegurarse buena estancia así tomar buena memoria ciudad cosa mejorar pequeño frigorífico almacenar agua agua del grifo frío bueno pequeño detalle experiencia totssompop hotel fantástico recomendar decidir pasar el día cólera	stay partner night visit colera time spend day base hotel cost night treatment receive attention provide quality service room air conditioning bathroom breakfast serve cut cheese garden tomato squeeze orange_juice coffee taste toast page bread pasta quality quantity tell owner hotel host people make stay take memory town thing improve refrigerator store water tap water detail experience totssompop hotel recommend decide spend day cholera	quedar-se soci nit visita colera temps passar el dia base cost hotel tractament nit rebre atenció proporcionar qualitat servei habitació aire condicionat bany esmorzar servir tallar formatge jardí espremer tomàquet suc de taronja cafè tast pa torrat pàgina pa pasta qualitat quantitat digues al propietari hotel amfitrió gent fa quedar-se prendre memòria ciutat cosa millorar nevera botiga aigua aixeta detall experiència totssompop hotel recomanar decidir passar el dia còlera	estancia pareja noche visita colera tiempo pasar día base hotel coste noche tratamiento recibir atención brindar calidad servicio habitación aire acondicionado baño desayuno servir corte queso huerta tomate exprimir zumo de naranja café sabor tostada página pan pasta calidad cantidad decir propietario hotel anfitrión gente hacer estancia tomar memoria pueblo cosa mejorar nevera almacenar agua del grifo agua detalle experiencia totssompop hotel recomendar decidir pasar el día cólera	0.9831	0.9	0.1	0.99831	0.0016900000000000027	0.7538112712975105	4.99155	0.9966200000000001	1.0	5.0	4.9831
0	236	5.0	Atenció immillorable, molt recomanable. Hi tornaria sens dubte.	Hostal Totsompops	Gal·la Ruiz Serrano	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2023-07-13T09:29:52.942Z	ca	Unbeatable service, highly recommended. I would definitely go back.	unbeatable service highly recommend definitely go back	servei immillorable molt recomanable tornar-hi	servei immillorable molt recomanable tornar-hi	servicio inmejorable lo recomiendo definitivamente regresare	service recommend go	servei recomana anar	servicio recomiendo ir	0.6976	0.9	0.1	0.9697600000000001	0.030240000000000003	0.7538112712975105	4.848800000000001	0.93952	1.0	5.0	4.6976
0	243	5.0	Tot fantàstic: l'acollida, l'habitació i el bany, nets i polits, els esmorzars espectaculars, el restaurant, l'ambient tranquil i familiar. Perfecte!	Hostal Totsompops	Goretti Castelló	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2023-07-07T17:29:11.374Z	ca	Everything fantastic, the reception, the room and the bathroom, clean and polished, the spectacular breakfasts, the restaurant, the calm and familiar atmosphere. Perfect!	fantastic reception room bathroom clean polished spectacular breakfast restaurant calm familiar atmosphere perfect	fantàstica sala de recepció bany net polit espectacular restaurant d'esmorzars tranquil ambient familiar perfecte	fantàstica sala de recepció bany net polit espectacular restaurant d'esmorzars tranquil ambient familiar perfecte	fantástico salón de recepción baño limpio pulido espectacular desayuno restaurante tranquilo ambiente familiar perfecto	reception room bathroom clean breakfast restaurant atmosphere	sala de recepció bany net esmorzar ambient de restaurant	sala de recepción baño limpio desayuno restaurante ambiente	0.9062	0.9	0.1	0.9906200000000001	0.00938	0.7538112712975105	4.9531	0.9812400000000001	1.0	5.0	4.9062
0	321	4.0	"El desayuno muy bueno.
Y el trato del personal excelente"	Hostal Totsompops	Joan Vivancos	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2023-07-07T15:25:48.032Z	es	Very good breakfast. And the treatment of the staff is excellent.	good breakfast treatment staff excellent	buen desayuno trato personal excelente	bon tracte d'esmorzar personal excel·lent	buen desayuno trato personal excelente	breakfast treatment staff	personal de tractament de l'esmorzar	personal de tratamiento de desayuno	0.765	0.7	0.1	0.7765	0.0235	0.7538112712975105	3.8825	0.753	0.7999999999999999	3.9999999999999996	3.765
0	636	5.0	"Menú de 20€ que bajo mi punto de vista es económico.
Platos más que generosos, productos de calidad (de mucha). Y servicio muy amables."	Hostal Totsompops	Sergio TM	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2023-06-25T18:49:00.041Z	es	€20 menu which from my point of view is economical. More than generous dishes, quality products (lots of them). And very friendly service.	point view economical generous dish quality product lot friendly service	punto de vista económico plato generoso producto de calidad lote servicio amable	punt de vista econòmic plat generós molt producte de qualitat servei amable	punto de vista económico plato generoso producto de calidad lote servicio amable	point view quality product lot service	punt de vista qualitat servei lot de productes	punto de vista calidad producto lote servicio	0.7579	0.9	0.1	0.97579	0.02421	0.7538112712975105	4.878950000000001	0.9515800000000001	1.0	5.0	4.7579
0	676	5.0	Tracte excepcional i menjar i serveis  molt acurats!	Hostal Totsompops	Xavi Jonama	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2023-06-16T04:43:48.635Z	ca	Exceptional treatment and very careful food and services!	exceptional treatment careful food service	tracte excepcional servei de menjar acurat	tracte excepcional servei de menjar acurat	trato excepcional esmerado servicio de comida	treatment food service	servei de tractament de menjar	servicio de comida de tratamiento	0.2212	0.9	0.1	0.92212	0.07788	0.7538112712975105	4.6106	0.8442400000000001	1.0	5.0	4.2212000000000005
0	788	5.0	Bon mengar i bon preu, amb el sempre atent i carinyos Joan. Si passeu per Colera aprofiteu per comprovar-ho. Reserveu.	Hostal Totsompops	victor vila senante	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2023-06-13T08:21:07.069Z	ca	Good food and good prices, with the always attentive and affectionate Joan. If you pass through Colera, take the opportunity to check it out. Reserve	good food good price always attentive affectionate joan pass colera take opportunity check reserve	bon menjar bon preu sempre atent afectuosa joan pass colera aprofitar oportunitat comprovar reserva	bon menjar bon preu sempre atent afectuosa joan pass colera aprofitar oportunitat comprovar reserva	buena comida buen precio siempre atentos cariñosos joan pass colera aprovecha oportunidad consultar reserva	food price joan pass colera take opportunity check reserve	preu dels aliments joan pass colera aprofitar xec reserva	comida precio joan pass colera aprovecha oportunidad consultar reserva	0.8885	0.9	0.1	0.98885	0.011150000000000005	0.7538112712975105	4.94425	0.9777	1.0	5.0	4.8885000000000005
0	112	4.0		Hostal Totsompops	Carme Rubert	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2023-06-04T20:44:35.080Z	en									0.0	0.7	0.1	0.7	0.1	0.7538112712975105	3.5	0.6	0.7999999999999999	3.9999999999999996	3.0
0	90	5.0	Excel·lent, sempre.	Hostal Totsompops	CRISTIAN CUADROS	https://www.google.com/maps/search/?api=1&query=Hostal%20Totsompops&query_place_id=ChIJodoVNER8uhIRhJZDt_1MIcg	2023-05-29T13:13:00.346Z	ca	Excellent, always.	excellent always	excel·lent sempre	excel·lent sempre	excelente siempre				0.5719	0.9	0.1	0.95719	0.04281000000000001	0.7538112712975105	4.78595	0.91438	1.0	5.0	4.571899999999999
